Animal_ID,Timestamp,Latitude,Longitude
1,2024-09-03 09:32:36,53.00132615421862,-127.0068127422501
1,2024-09-03 10:32:36,53.00089850997488,-127.01569756123554
1,2024-09-03 11:32:36,53.00293620532589,-127.0214505073319
1,2024-09-03 12:32:36,53.00524912875978,-127.02978009951912
1,2024-09-03 13:32:36,53.00523019396635,-127.03631374943505
1,2024-09-03 14:32:36,53.00734850881535,-127.04377018837901
1,2024-09-03 15:32:36,53.00864414714677,-127.05186235463968
1,2024-09-03 16:32:36,53.01164958725352,-127.05860573271816
1,2024-09-03 17:32:36,53.01314529486197,-127.06538402815725
1,2024-09-03 18:32:36,53.014621117287206,-127.07424714971047
1,2024-09-03 19:32:36,53.016380050500814,-127.08184862529198
1,2024-09-03 20:32:36,53.01829777615843,-127.09035726784766
1,2024-09-03 21:32:36,53.02005697841326,-127.09838564497032
1,2024-09-03 22:32:36,53.01971100829228,-127.1064096890396
1,2024-09-03 23:32:36,53.021929835673404,-127.11389523736284
1,2024-09-04 00:32:36,53.02511873156286,-127.12026109738638
1,2024-09-04 01:32:36,53.02811604946624,-127.12561249093443
1,2024-09-04 02:32:36,53.028914108774934,-127.13411962685906
1,2024-09-04 03:32:36,53.02920593623358,-127.14244646726947
1,2024-09-04 04:32:36,53.0321868442897,-127.1512194771774
1,2024-09-04 05:32:36,53.03249186881993,-127.15779474785201
1,2024-09-04 06:32:36,53.03566803177635,-127.16332611296089
1,2024-09-04 07:32:36,53.03849577286572,-127.1700371501456
1,2024-09-04 08:32:36,53.04043879195259,-127.17793306797721
1,2024-09-04 09:32:36,53.03995128860034,-127.18558696084092
1,2024-09-04 10:32:36,53.042960242392866,-127.19217357001963
1,2024-09-04 11:32:36,53.04556821943252,-127.20050559939482
1,2024-09-04 12:32:36,53.04707241792326,-127.20607490666157
1,2024-09-04 13:32:36,53.04788064900279,-127.2133796756503
1,2024-09-04 14:32:36,53.05088029380542,-127.21860888709654
1,2024-09-04 15:32:36,53.05055909148492,-127.2252586606819
1,2024-09-04 16:32:36,53.051596022551735,-127.23106679400013
1,2024-09-04 17:32:36,53.052903276913796,-127.23668056655639
1,2024-09-04 18:32:36,53.054440009721844,-127.24315906058698
1,2024-09-04 19:32:36,53.05772682369229,-127.25186586696353
1,2024-09-04 20:32:36,53.05798828467443,-127.2576082349835
1,2024-09-04 21:32:36,53.059773832320545,-127.26359918407822
1,2024-09-04 22:32:36,53.05985863636292,-127.26914391304423
1,2024-09-04 23:32:36,53.061862779520716,-127.27762717147921
1,2024-09-05 00:32:36,53.064737351401405,-127.28357207398118
1,2024-09-05 01:32:36,53.067566629341,-127.28894639094003
1,2024-09-05 02:32:36,53.06970137679228,-127.29667134810195
1,2024-09-05 03:32:36,53.07308447405234,-127.3022046683745
1,2024-09-05 04:32:36,53.076157405047866,-127.3074451965863
1,2024-09-05 05:32:36,53.077956895749686,-127.31626127836965
1,2024-09-05 06:32:36,53.08040902677406,-127.32232982751559
1,2024-09-05 07:32:36,53.083575552073185,-127.32754210762434
1,2024-09-05 08:32:36,53.086916584281,-127.33356192159947
1,2024-09-05 09:32:36,53.089810902858105,-127.34228422712116
1,2024-09-05 10:32:36,53.09232158425359,-127.35117895661013
1,2024-09-05 11:32:36,53.09433152029494,-127.35720623613564
1,2024-09-05 12:32:36,53.096144125679125,-127.36610497981452
1,2024-09-05 13:32:36,53.09917588244431,-127.37402029210625
1,2024-09-05 14:32:36,53.101724443422654,-127.37920003908589
1,2024-09-05 15:32:36,53.104854117650426,-127.38593476186394
1,2024-09-05 16:32:36,53.10433896351541,-127.39209354181448
1,2024-09-05 17:32:36,53.10451475700069,-127.39771122784936
1,2024-09-05 18:32:36,53.106544835538955,-127.40580847660658
1,2024-09-05 19:32:36,53.10982556989876,-127.41075714020587
1,2024-09-05 20:32:36,53.10986993316621,-127.41818333754262
1,2024-09-05 21:32:36,53.11089479865129,-127.42392815993918
1,2024-09-05 22:32:36,53.1114901203666,-127.43231396161053
1,2024-09-05 23:32:36,53.11220976977242,-127.4380868839794
1,2024-09-06 00:32:36,53.11295533286917,-127.44388197135896
1,2024-09-06 01:32:36,53.11571718731321,-127.45168910924421
1,2024-09-06 02:32:36,53.11689997264801,-127.46032084712138
1,2024-09-06 03:32:36,53.12000844548678,-127.46850858501651
1,2024-09-06 04:32:36,53.1221980262055,-127.47477923263077
1,2024-09-06 05:32:36,53.12523336212011,-127.48255492984545
1,2024-09-06 06:32:36,53.12709012212628,-127.49004905854267
1,2024-09-06 07:32:36,53.12687685668688,-127.49536446189012
1,2024-09-06 08:32:36,53.12804757667601,-127.50254685915849
1,2024-09-06 09:32:36,53.130580678062216,-127.50806610342786
1,2024-09-06 10:32:36,53.13241803081141,-127.51554967812307
1,2024-09-06 11:32:36,53.13499285650987,-127.52423339631314
1,2024-09-06 12:32:36,53.137500445132034,-127.53245497916235
1,2024-09-06 13:32:36,53.140273260040864,-127.54086008786913
1,2024-09-06 14:32:36,53.14079438629795,-127.54939617392846
1,2024-09-06 15:32:36,53.14140156919932,-127.55735787583257
1,2024-09-06 16:32:36,53.14362946404525,-127.56391946192976
1,2024-09-06 17:32:36,53.14427967250317,-127.57231900188593
1,2024-09-06 18:32:36,53.14733012511347,-127.5793356509475
1,2024-09-06 19:32:36,53.149782054387074,-127.58732456091393
1,2024-09-06 20:32:36,53.15044888394814,-127.59612956328323
1,2024-09-06 21:32:36,53.150214049725335,-127.60475178274629
1,2024-09-06 22:32:36,53.15181859591433,-127.61137173453491
1,2024-09-06 23:32:36,53.15512945932507,-127.61837747758652
1,2024-09-07 00:32:36,53.15628841799183,-127.62557051892473
1,2024-09-07 01:32:36,53.158996012558745,-127.6342528935715
1,2024-09-07 02:32:36,53.159509020637266,-127.64095799247183
1,2024-09-07 03:32:36,53.16280978787086,-127.64981653379573
1,2024-09-07 04:32:36,53.165859858741676,-127.65598657969068
1,2024-09-07 05:32:36,53.16579412699809,-127.6640352638029
1,2024-09-07 06:32:36,53.167998843831185,-127.66986923772583
1,2024-09-07 07:32:36,53.16798217345746,-127.67871692310948
1,2024-09-07 08:32:36,53.17076732346463,-127.68564947282503
1,2024-09-07 09:32:36,53.1736522744082,-127.69127603740121
1,2024-09-07 10:32:36,53.17566749330265,-127.6989281074709
1,2024-09-07 11:32:36,53.17856376534674,-127.70425140730181
1,2024-09-07 12:32:36,53.18161693757876,-127.71226011295973
1,2024-09-07 13:32:36,53.18230476657923,-127.72089335518197
1,2024-09-07 14:32:36,53.182880041361656,-127.72810488402327
1,2024-09-07 15:32:36,53.18616891379449,-127.73698203280746
1,2024-09-07 16:32:36,53.18763198502856,-127.74353189250485
1,2024-09-07 17:32:36,53.18767023515523,-127.75164621946092
1,2024-09-07 18:32:36,53.18992829148682,-127.75927615969778
1,2024-09-07 19:32:36,53.193091865411205,-127.76491355007776
1,2024-09-07 20:32:36,53.19366904776331,-127.77327642149731
1,2024-09-07 21:32:36,53.195484136971814,-127.77903845953509
1,2024-09-07 22:32:36,53.1950570479857,-127.78602242298675
1,2024-09-07 23:32:36,53.19649636406707,-127.79251813022668
1,2024-09-08 00:32:36,53.19737264390503,-127.79789937058273
1,2024-09-08 01:32:36,53.19907764650053,-127.80582911465508
1,2024-09-08 02:32:36,53.20207925635415,-127.81246787061187
1,2024-09-08 03:32:36,53.202667230928604,-127.81825956564558
1,2024-09-08 04:32:36,53.2040772413418,-127.82597982657026
1,2024-09-08 05:32:36,53.20665770506604,-127.8325967557021
1,2024-09-08 06:32:36,53.20820935713326,-127.84068698521502
1,2024-09-08 07:32:36,53.2099007197193,-127.8479316693825
1,2024-09-08 08:32:36,53.211654152143744,-127.8548429758936
1,2024-09-08 09:32:36,53.21167278520649,-127.86186557330558
1,2024-09-08 10:32:36,53.21136308398298,-127.86716101621788
1,2024-09-08 11:32:36,53.2128465277636,-127.87479834278874
1,2024-09-08 12:32:36,53.212532981002454,-127.88187024900449
1,2024-09-08 13:32:36,53.215601810025085,-127.88876066741018
1,2024-09-08 14:32:36,53.21531045604082,-127.89557598452033
1,2024-09-08 15:32:36,53.2177943645297,-127.90237993558917
1,2024-09-08 16:32:36,53.22020851645604,-127.90972447164134
1,2024-09-08 17:32:36,53.22062756180015,-127.91586443881091
1,2024-09-08 18:32:36,53.221194467845066,-127.92255454834624
1,2024-09-08 19:32:36,53.22360193396975,-127.93028314028184
1,2024-09-08 20:32:36,53.22612536865279,-127.93667590847464
1,2024-09-08 21:32:36,53.228279898786866,-127.94180665071828
1,2024-09-08 22:32:36,53.2306762061807,-127.9496402348358
1,2024-09-08 23:32:36,53.230145427662166,-127.95505910709234
1,2024-09-09 00:32:36,53.231602601970586,-127.96132672206308
1,2024-09-09 01:32:36,53.2349565432979,-127.96934002011248
1,2024-09-09 02:32:36,53.23660923545547,-127.97686917858582
1,2024-09-09 03:32:36,53.23628528327753,-127.98470881998504
1,2024-09-09 04:32:36,53.23633940937091,-127.9926067116132
1,2024-09-09 05:32:36,53.23759632592924,-127.9985901811423
1,2024-09-09 06:32:36,53.23867416786546,-128.00507733934367
1,2024-09-09 07:32:36,53.23985129655102,-128.01101774138363
1,2024-09-09 08:32:36,53.24113102975403,-128.01817973831837
2,2024-09-03 09:32:36,53.00127786261731,-127.00534255738135
2,2024-09-03 10:32:36,53.00385149923867,-127.01397549903197
2,2024-09-03 11:32:36,53.004802323432486,-127.02212596662889
2,2024-09-03 12:32:36,53.00471805245808,-127.02753368907554
2,2024-09-03 13:32:36,53.00490965366757,-127.035862970754
2,2024-09-03 14:32:36,53.006435657458155,-127.04124897217915
2,2024-09-03 15:32:36,53.00822385703318,-127.04894174399637
2,2024-09-03 16:32:36,53.00918121302866,-127.05463203744752
2,2024-09-03 17:32:36,53.0109298896819,-127.05984424597688
2,2024-09-03 18:32:36,53.01418869575589,-127.06651229190751
2,2024-09-03 19:32:36,53.0158346166803,-127.07204314852268
2,2024-09-03 20:32:36,53.01866641846006,-127.07815464047182
2,2024-09-03 21:32:36,53.01881246339694,-127.08528326343189
2,2024-09-03 22:32:36,53.02040094503401,-127.09399397308472
2,2024-09-03 23:32:36,53.02236852929132,-127.10056827455057
2,2024-09-04 00:32:36,53.02531298905057,-127.10831945028043
2,2024-09-04 01:32:36,53.025867128680396,-127.11558776064523
2,2024-09-04 02:32:36,53.02853132206069,-127.12076547422565
2,2024-09-04 03:32:36,53.029665524853776,-127.12903018991716
2,2024-09-04 04:32:36,53.029950326223066,-127.13712561759678
2,2024-09-04 05:32:36,53.029904699529155,-127.14376043555055
2,2024-09-04 06:32:36,53.02953940303784,-127.14911543420224
2,2024-09-04 07:32:36,53.02951912063153,-127.15562197830516
2,2024-09-04 08:32:36,53.029669604239125,-127.16417767052052
2,2024-09-04 09:32:36,53.03027055461308,-127.17276199612328
2,2024-09-04 10:32:36,53.033320986204004,-127.18049725927892
2,2024-09-04 11:32:36,53.033435298194426,-127.18869483069388
2,2024-09-04 12:32:36,53.03573788061856,-127.19555355097418
2,2024-09-04 13:32:36,53.03553237049505,-127.20154674672578
2,2024-09-04 14:32:36,53.03598510292385,-127.20912456064455
2,2024-09-04 15:32:36,53.03670990588893,-127.21667831769706
2,2024-09-04 16:32:36,53.036985191136445,-127.22269132064234
2,2024-09-04 17:32:36,53.0367191470913,-127.23141179168579
